PLAYER_ID,PLAYER_NAME,TEAM_NAME,COUNTRY,SEASON_EXP,DRAFT_NUMBER,GP,MIN,PTS,REB,AST,STL,BLK,SALARY,GAME_DATE,BIRTHDATE,HEIGHT,WEIGHT,AGE,POSITION
203115,Will Barton,Nuggets,USA,9,40,623,25.9,11.6,4.3,2.7,0.8,0.4,15384615,,1991-01-06,195,82.0,"Years=31,Months=5,Days=5",Guard
1629646,Charles Bassey,76ers,Nigeria,0,53,23,7.3,3.0,2.7,0.3,0.2,0.7,925258,2022-05-04,2000-10-28,205,104.0,"Years=21,Months=7,Days=11",Center
1628966,Keita Bates-Diop,Spurs,USA,3,48,163,15.0,5.2,3.0,0.6,0.5,0.3,1729217,,1996-01-23,203,103.0,"Years=26,Months=4,Days=17",Forward
201587,Nicolas Batum,Clippers,France,13,25,915,30.6,11.1,5.1,3.5,1.0,0.6,12213507,,1988-12-14,203,104.0,"Years=33,Months=5,Days=28",Guard
203145,Kent Bazemore,Lakers,USA,9,-1,657,20.6,8.2,3.2,1.8,1.0,0.5,2401537,,1989-07-01,193,88.0,"Years=32,Months=11,Days=10",Guard
1629647,Darius Bazley,Thunder,USA,2,23,185,25.8,10.0,5.8,1.3,0.6,0.7,2513040,,2000-06-12,203,94.0,"Years=21,Months=11,Days=26",Forward
203078,Bradley Beal,Wizards,USA,9,3,645,34.8,22.1,4.1,4.2,1.1,0.4,34502130,,1993-06-28,193,93.0,"Years=28,Months=11,Days=12",Guard
1627736,Malik Beasley,Timberwolves,USA,5,19,336,20.9,10.4,2.5,1.2,0.6,0.1,14391964,,1996-11-26,193,84.0,"Years=25,Months=6,Days=13",Guard
202722,Davis Bertans,Mavericks,Latvia,5,42,387,19.1,8.2,2.7,1.0,0.4,0.4,16000000,2022-05-04,1992-11-12,208,102.0,"Years=29,Months=6,Days=28",Forward
201976,Patrick Beverley,Timberwolves,USA,9,42,526,27.4,8.8,4.3,3.5,1.1,0.5,14320988,,1988-07-12,185,81.0,"Years=33,Months=10,Days=30",Guard
1630180,Saddiq Bey,Pistons,USA,1,19,152,30.4,14.3,5.0,2.2,0.8,0.2,2824320,,1999-04-09,200,97.0,"Years=23,Months=1,Days=30",Forward
203920,Khem Birch,Raptors,Canada,4,-1,262,17.8,5.2,4.6,1.0,0.5,0.6,6350000,,1992-09-28,205,105.0,"Years=29,Months=8,Days=12",Center
1629048,Goga Bitadze,Pacers,Georgia,2,18,149,11.8,5.0,2.9,0.8,0.3,0.9,3098400,,1999-07-20,213,113.0,"Years=22,Months=10,Days=20",Center
202687,Bismack Biyombo,Suns,DRC,10,7,738,19.9,5.2,6.1,0.6,0.3,1.3,1366392,2022-05-04,1992-08-28,203,115.0,"Years=29,Months=9,Days=12",Center
202357,Nemanja Bjelica,Warriors,Serbia,6,35,449,20.4,7.6,4.6,1.8,0.6,0.4,2089448,2022-05-03,1988-05-09,205,106.0,"Years=34,Months=1,Days=2",Forward
202339,Eric Bledsoe,Trail Blazers,USA,11,18,756,27.8,13.7,3.9,4.7,1.4,0.5,18125000,,1989-12-09,185,97.0,"Years=32,Months=6,Days=2",Guard
203992,Bogdan Bogdanovic,Hawks,Serbia,4,27,316,28.6,14.2,3.4,3.4,1.0,0.2,18000000,,1992-08-18,198,102.0,"Years=29,Months=9,Days=22",Guard
202711,Bojan Bogdanovic,Jazz,Croatia,7,31,603,29.1,15.0,3.6,1.6,0.6,0.1,18700000,,1989-04-18,200,102.0,"Years=33,Months=1,Days=23",Forward
1629626,Bol Bol,Magic,Sudan,2,44,53,6.2,2.7,1.2,0.3,0.1,0.3,2161152,,1999-11-16,218,99.0,"Years=22,Months=6,Days=23",Center
1630195,Leandro Bolmaro,Timberwolves,Argentina,0,23,35,6.9,1.4,1.2,0.6,0.2,0.0,2353320,,2000-09-11,198,90.0,"Years=21,Months=8,Days=27",Forward
1629067,Isaac Bonga,Raptors,Germany,3,39,143,13.1,3.1,2.2,0.8,0.5,0.3,1729217,,1999-11-08,203,81.0,"Years=22,Months=7,Days=1",Guard
1626164,Devin Booker,Suns,USA,6,13,477,33.7,23.5,3.9,4.7,0.8,0.3,31610000,2022-05-04,1996-10-30,195,93.0,"Years=25,Months=7,Days=10",Guard
1630527,Brandon Boston Jr.,Clippers,USA,0,51,51,14.9,6.7,2.2,1.0,0.5,0.3,925258,,2001-11-28,198,85.0,"Years=20,Months=6,Days=10",Guard
1628449,Chris Boucher,Raptors,Saint Lucia,4,-1,231,17.9,9.0,5.3,0.5,0.5,1.2,7009615,,1993-01-11,205,90.0,"Years=29,Months=4,Days=29",Forward
1630547,James Bouknight,Hornets,USA,0,11,31,9.8,4.6,1.7,0.8,0.2,0.0,4154400,,2000-09-18,193,86.0,"Years=21,Months=8,Days=20",Guard
202340,Avery Bradley,Lakers,USA,11,19,660,27.5,11.0,2.8,1.7,1.0,0.2,2641691,,1990-11-26,190,81.0,"Years=31,Months=6,Days=15",Guard
1628396,Tony Bradley,Bulls,USA,4,28,167,11.7,4.6,4.3,0.5,0.2,0.6,1789256,,1998-01-08,208,112.0,"Years=24,Months=5,Days=1",Center
1628969,Mikal Bridges,Suns,USA,3,10,309,31.3,11.3,3.9,2.1,1.3,0.6,5557725,2022-05-04,1996-08-30,198,94.0,"Years=25,Months=9,Days=9",Forward
1628970,Miles Bridges,Hornets,USA,3,12,291,29.1,13.4,5.6,2.3,0.7,0.7,5421493,,1998-03-21,200,102.0,"Years=24,Months=2,Days=18",Forward
1629052,Oshae Brissett,Pacers,Canada,2,-1,107,20.7,8.2,4.7,0.9,0.6,0.5,1701593,,1998-06-20,200,95.0,"Years=23,Months=11,Days=19",Forward
1627763,Malcolm Brogdon,Pacers,USA,5,36,333,30.2,15.5,4.2,4.8,0.9,0.2,21700000,,1992-12-11,195,103.0,"Years=29,Months=5,Days=30",Guard
1629717,Armoni Brooks,Raptors,USA,1,0,74,18.4,6.9,2.3,1.2,0.5,0.2,1625991,,1998-06-05,190,88.0,"Years=23,Months=12,Days=4",Guard
1628415,Dillon Brooks,Grizzlies,Canada,4,45,272,28.2,14.5,3.0,2.0,1.0,0.3,12200000,2022-05-03,1996-01-22,200,102.0,"Years=26,Months=4,Days=18",Guard
1628971,Bruce Brown,Nets,USA,3,42,269,23.5,7.6,4.3,2.1,0.9,0.5,4736102,,1996-08-15,193,91.0,"Years=25,Months=9,Days=24",Guard
1627759,Jaylen Brown,Celtics,USA,5,3,403,28.7,16.5,4.9,2.0,0.9,0.4,24830357,2022-05-03,1996-10-24,198,101.0,"Years=25,Months=7,Days=16",Guard
1629650,Moses Brown,Cavaliers,USA,2,-1,92,14.1,6.0,5.8,0.1,0.4,0.7,1720779,,1999-10-13,218,111.0,"Years=22,Months=7,Days=27",Center
1628425,Sterling Brown,Mavericks,USA,4,46,264,16.8,5.4,3.3,1.0,0.5,0.2,3000000,2022-05-04,1995-02-10,195,99.0,"Years=27,Months=3,Days=30",Guard
1630535,Greg Brown III,Trail Blazers,USA,0,43,48,13.3,4.7,2.8,0.7,0.5,0.5,925258,,2001-09-01,200,93.0,"Years=20,Months=9,Days=6",Forward
1628972,Troy Brown Jr.,Bulls,USA,3,15,221,18.5,6.4,3.8,1.6,0.7,0.1,5170564,,1999-07-28,198,97.0,"Years=22,Months=10,Days=12",Guard
1628973,Jalen Brunson,Mavericks,USA,3,33,277,24.7,11.9,3.0,3.7,0.6,0.0,1802057,2022-05-04,1996-08-31,185,86.0,"Years=25,Months=9,Days=8",Guard
1628418,Thomas Bryant,Wizards,USA,4,42,170,20.1,10.2,5.7,1.3,0.4,0.9,8730159,,1997-07-31,208,112.0,"Years=24,Months=10,Days=9",Center
203493,Reggie Bullock,Mavericks,USA,8,25,434,22.5,7.8,2.5,1.2,0.6,0.1,9536000,2022-05-04,1991-03-16,198,92.0,"Years=31,Months=2,Days=25",Guard
203504,Trey Burke,Mavericks,USA,8,9,498,20.9,9.6,1.8,3.1,0.6,0.1,3333333,2022-05-04,1992-11-12,182,83.0,"Years=29,Months=6,Days=28",Guard
202692,Alec Burks,Knicks,USA,10,12,625,23.0,10.6,3.5,2.0,0.7,0.2,9536000,,1991-07-20,198,97.0,"Years=30,Months=10,Days=22",Guard
1630215,Jared Butler,Jazz,USA,0,40,42,8.6,3.8,1.1,1.5,0.4,0.2,925258,,2000-08-25,190,87.0,"Years=21,Months=9,Days=13",Guard
202710,Jimmy Butler,Heat,USA,10,30,690,33.1,17.7,5.3,4.1,1.6,0.5,36016200,2022-05-04,1989-09-14,200,104.0,"Years=32,Months=8,Days=27",Forward
1629719,Devontae Cacok,Spurs,USA,2,-1,36,6.3,2.5,2.2,0.2,0.4,0.3,364533,,1996-10-08,200,108.0,"Years=25,Months=8,Days=1",Forward
203484,Kentavious Caldwell-Pope,Wizards,USA,8,8,683,29.2,11.6,3.1,1.7,1.1,0.2,13038862,,1993-02-18,195,92.0,"Years=29,Months=3,Days=22",Guard
1630267,Facundo Campazzo,Nuggets,Argentina,1,-1,130,20.1,5.6,1.9,3.5,1.1,0.3,3804150,,1991-03-23,177,88.0,"Years=31,Months=2,Days=18",Guard
1628427,Vlatko Cancar,Nuggets,Slovenia,2,49,70,7.2,2.3,1.3,0.5,0.2,0.1,1782621,,1997-04-10,203,107.0,"Years=25,Months=1,Days=29",Forward
1629962,Devin Cannady,Magic,USA,1,0,13,16.8,6.5,0.8,0.8,0.8,0.3,100000,,1996-05-21,187,83.0,"Years=25,Months=12,Days=19",Guard
203991,Clint Capela,Hawks,Switzerland,7,25,471,26.8,12.4,10.7,1.0,0.7,1.5,17103448,,1994-05-18,208,116.0,"Years=27,Months=12,Days=23",Center
1630176,Vernon Carey Jr.,Wizards,USA,1,32,26,6.1,2.5,1.5,0.1,0.1,0.2,1517981,,2001-02-25,205,122.0,"Years=21,Months=3,Days=13",Forward
1628975,Jevon Carter,Bucks,USA,3,32,223,14.1,4.4,1.7,1.4,0.6,0.2,4107149,2022-05-03,1995-09-14,185,90.0,"Years=26,Months=8,Days=26",Guard
1628976,Wendell Carter Jr.,Magic,USA,3,7,203,27.5,12.2,8.9,2.0,0.6,0.9,6920027,,1999-04-16,208,122.0,"Years=23,Months=1,Days=23",Center
1627936,Alex Caruso,Bulls,USA,4,-1,225,20.6,6.2,2.5,2.7,1.1,0.3,8604651,,1994-02-28,195,84.0,"Years=28,Months=3,Days=12",Guard
1627737,Marquese Chriss,Mavericks,USA,5,8,292,18.3,7.6,4.7,1.0,0.6,0.8,958529,2022-05-04,1997-07-02,205,108.0,"Years=24,Months=11,Days=7",Forward
1630528,Josh Christopher,Rockets,USA,0,24,74,18.0,7.9,2.5,2.0,0.9,0.2,2259240,,2001-12-08,190,97.0,"Years=20,Months=5,Days=31",Guard
1629109,Gary Clark,Pelicans,USA,3,-1,170,13.2,3.1,2.5,0.5,0.3,0.4,377645,,1994-11-16,198,102.0,"Years=27,Months=6,Days=24",Forward
1629634,Brandon Clarke,Grizzlies,Canada,2,21,181,21.9,10.9,5.6,1.4,0.7,0.9,2726880,2022-05-03,1996-09-19,203,97.0,"Years=25,Months=8,Days=20",Forward
203903,Jordan Clarkson,Jazz,USA,7,46,600,27.0,15.4,3.3,2.5,0.9,0.1,12420000,,1992-06-07,193,87.0,"Years=29,Months=12,Days=3",Guard
1629651,Nic Claxton,Nets,USA,2,31,94,18.7,7.3,5.0,0.9,0.5,1.1,1782621,,1999-04-17,210,97.0,"Years=23,Months=1,Days=22",Forward
1629599,Amir Coffey,Clippers,USA,2,-1,131,16.2,6.2,2.0,1.2,0.4,0.1,153488,,1997-06-17,200,95.0,"Years=24,Months=11,Days=22",Guard
1628381,John Collins,Hawks,USA,4,19,293,29.0,16.5,8.3,1.6,0.6,1.0,23000000,,1997-09-23,205,102.0,"Years=24,Months=8,Days=16",Forward
1628380,Zach Collins,Spurs,USA,3,10,182,17.5,6.0,4.2,1.1,0.3,0.7,6984127,,1997-11-19,210,113.0,"Years=24,Months=6,Days=20",Forward
201144,Mike Conley,Jazz,USA,14,4,958,32.0,14.8,3.0,5.6,1.4,0.2,21000000,,1987-10-11,185,79.0,"Years=34,Months=8,Days=1",Guard
1626192,Pat Connaughton,Bucks,USA,6,41,417,18.5,5.9,3.3,1.2,0.5,0.3,5333333,2022-05-03,1993-01-06,195,94.0,"Years=29,Months=5,Days=4",Guard
202326,DeMarcus Cousins,Nuggets,USA,10,5,654,29.8,19.6,10.2,3.0,1.3,1.1,1290481,,1990-08-13,208,122.0,"Years=31,Months=9,Days=28",Center
203496,Robert Covington,Clippers,USA,8,-1,537,29.9,11.6,5.8,1.5,1.6,1.0,12975471,,1990-12-14,200,94.0,"Years=31,Months=5,Days=28",Forward
1628470,Torrey Craig,Suns,USA,4,-1,300,18.7,5.7,3.6,0.9,0.5,0.5,4878049,2022-05-04,1990-12-19,200,100.0,"Years=31,Months=5,Days=23",Forward
203109,Jae Crowder,Suns,USA,9,34,735,25.3,9.6,4.3,1.6,1.0,0.3,9720900,2022-05-04,1990-07-06,198,106.0,"Years=31,Months=11,Days=5",Forward
1629633,Jarrett Culver,Grizzlies,USA,2,6,134,17.5,6.6,2.7,1.2,0.7,0.4,6395160,2022-05-03,1999-02-20,198,88.0,"Years=23,Months=3,Days=19",Guard
1630595,Cade Cunningham,Pistons,USA,0,1,64,32.6,17.4,5.5,5.6,1.2,0.7,10050120,,2001-09-25,198,99.0,"Years=20,Months=8,Days=13",Guard
203552,Seth Curry,Nets,USA,7,-1,377,25.2,11.3,2.2,2.2,0.7,0.1,8186047,,1990-08-23,187,83.0,"Years=31,Months=9,Days=18",Guard
201939,Stephen Curry,Warriors,USA,12,7,826,34.3,24.3,4.6,6.5,1.7,0.2,45780966,2022-05-03,1988-03-14,187,83.0,"Years=34,Months=2,Days=27",Guard
203076,Anthony Davis,Lakers,USA,9,1,604,34.4,23.8,10.2,2.3,1.4,2.3,35361360,,1993-03-11,208,114.0,"Years=29,Months=3,Days=1",Forward
202334,Ed Davis,Cavaliers,USA,11,13,722,19.1,5.9,6.4,0.7,0.5,0.8,2641691,,1989-06-05,205,98.0,"Years=32,Months=12,Days=6",Center
1629056,Terence Davis,Kings,USA,2,-1,163,17.3,8.5,3.0,1.5,0.7,0.2,4000000,,1997-05-16,193,91.0,"Years=24,Months=12,Days=24",Guard
201942,DeMar DeRozan,Bulls,USA,12,9,957,34.3,20.8,4.4,3.9,1.0,0.3,26000000,,1989-08-07,198,99.0,"Years=32,Months=10,Days=4",Guard
203473,Dewayne Dedmon,Heat,USA,8,-1,477,17.8,6.4,5.9,0.7,0.5,0.8,5256308,2022-05-04,1989-08-12,213,111.0,"Years=32,Months=9,Days=29",Center
1628978,Donte DiVincenzo,Kings,USA,3,17,201,23.6,9.0,4.6,2.5,1.1,0.2,4675830,,1997-01-31,193,92.0,"Years=25,Months=4,Days=8",Guard
1628977,Hamidou Diallo,Pistons,USA,3,45,207,18.9,8.4,3.9,1.1,0.8,0.3,5200000,,1998-07-31,195,91.0,"Years=23,Months=10,Days=9",Guard
203476,Gorgui Dieng,Hawks,Senegal,8,21,597,20.6,7.5,5.7,1.3,0.8,0.9,4000000,,1990-01-18,208,112.0,"Years=32,Months=4,Days=23",Center
203915,Spencer Dinwiddie,Mavericks,USA,7,38,387,26.4,13.0,3.0,5.0,0.7,0.3,17142857,2022-05-04,1993-04-06,198,97.0,"Years=29,Months=2,Days=3",Guard
1629029,Luka Doncic,Mavericks,Slovenia,3,3,264,33.8,26.4,8.5,8.0,1.1,0.4,10174391,2022-05-04,1999-02-28,200,104.0,"Years=23,Months=3,Days=11",Forward
1629652,Luguentz Dort,Thunder,Canada,2,-1,139,29.0,13.3,3.5,1.5,0.9,0.3,1782621,,1999-04-19,190,97.0,"Years=23,Months=1,Days=20",Guard
1630245,Ayo Dosunmu,Bulls,USA,0,38,77,27.4,8.8,2.8,3.3,0.8,0.4,925258,,2000-01-17,193,90.0,"Years=22,Months=4,Days=22",Guard
201609,Goran Dragic,Nets,Slovenia,13,45,888,27.9,13.7,3.1,4.8,1.0,0.2,20168742,,1986-05-06,190,86.0,"Years=36,Months=1,Days=6",Guard
203083,Andre Drummond,Nets,USA,9,9,718,29.6,13.8,13.3,1.4,1.4,1.5,2401537,,1993-08-10,208,126.0,"Years=28,Months=9,Days=30",Center
1630537,Chris Duarte,Pacers,Dominican Republic,0,13,55,28.0,13.1,4.1,2.1,1.0,0.2,3749520,,1997-06-13,195,86.0,"Years=24,Months=11,Days=26",Guard
201142,Kevin Durant,Nets,USA,13,2,939,36.8,27.2,7.1,4.3,1.1,1.1,40918900,,1988-09-29,208,108.0,"Years=33,Months=8,Days=12",Forward
1630162,Anthony Edwards,Timberwolves,USA,1,1,144,33.2,20.3,4.7,3.4,1.3,0.6,10245480,,2001-08-05,193,102.0,"Years=20,Months=10,Days=3",Guard
1629035,Carsen Edwards,Celtics,USA,2,33,72,9.8,3.7,1.1,0.7,0.3,0.1,76744,,1998-03-12,180,90.0,"Years=24,Months=2,Days=27",Guard
1630556,Kessler Edwards,Nets,USA,0,44,48,20.6,5.9,3.6,0.6,0.6,0.5,5318,,2000-08-09,200,92.0,"Years=21,Months=9,Days=29",Forward
1629604,CJ Elleby,Trail Blazers,USA,1,46,88,15.5,4.6,2.9,1.1,0.5,0.3,1517981,,2000-06-16,198,90.0,"Years=21,Months=11,Days=22",Forward
201961,Wayne Ellington,Lakers,USA,12,28,770,20.9,8.0,2.1,1.1,0.5,0.1,2641691,,1987-11-29,193,93.0,"Years=34,Months=6,Days=13",Guard
203954,Joel Embiid,76ers,Cameroon,5,3,328,31.2,26.0,11.4,3.3,0.9,1.7,31579390,2022-05-04,1994-03-16,213,127.0,"Years=28,Months=2,Days=24",Center
202324,Derrick Favors,Thunder,USA,11,3,790,24.3,10.6,7.1,1.1,0.7,1.2,9720900,,1991-07-15,205,120.0,"Years=30,Months=10,Days=27",Forward
1628981,Bruno Fernando,Rockets,Angola,2,34,119,9.2,3.2,2.8,0.6,0.2,0.3,1782621,,1998-08-15,205,108.0,"Years=23,Months=9,Days=24",Forward
1627827,Dorian Finney-Smith,Mavericks,USA,5,-1,394,27.3,8.2,4.5,1.4,0.8,0.4,4000000,2022-05-04,1993-05-04,200,99.0,"Years=29,Months=1,Days=6",Forward
1630238,Malik Fitts,Celtics,USA,1,-1,18,4.1,1.3,1.1,0.3,0.0,0.0,231062,2022-05-03,1997-07-04,195,104.0,"Years=24,Months=11,Days=5",Forward
1630201,Malachi Flynn,Raptors,USA,1,29,91,16.1,6.0,2.0,2.3,0.6,0.1,2048040,,1998-05-09,185,79.0,"Years=24,Months=nan,Days=nan",Guard
1630235,Trent Forrest,Jazz,USA,1,-1,90,11.9,3.1,1.6,1.7,0.4,0.1,8558,,1998-06-12,193,95.0,"Years=23,Months=11,Days=27",Guard
203095,Evan Fournier,Knicks,France,9,20,645,28.6,14.3,2.7,2.6,0.9,0.2,18139535,,1992-10-29,198,92.0,"Years=29,Months=7,Days=12",Guard
1628368,De'Aaron Fox,Kings,USA,4,5,322,32.1,19.1,3.5,6.2,1.3,0.4,28103550,,1997-12-20,190,83.0,"Years=24,Months=5,Days=20",Guard
1628365,Markelle Fultz,Magic,USA,4,1,131,24.8,10.9,3.2,4.8,1.1,0.2,16500000,,1998-05-29,193,94.0,"Years=23,Months=12,Days=11",Guard
1629117,Wenyen Gabriel,Lakers,South Sudan,2,-1,77,10.8,3.6,2.6,0.4,0.3,0.3,29814,,1997-03-26,205,92.0,"Years=25,Months=2,Days=13",Forward
1629655,Daniel Gafford,Wizards,USA,2,38,169,16.8,7.6,4.4,0.7,0.4,1.4,1782621,,1998-10-01,205,106.0,"Years=23,Months=8,Days=8",Forward
201568,Danilo Gallinari,Hawks,Italy,12,6,728,29.9,15.6,4.8,1.9,0.7,0.4,20475000,,1988-08-08,208,107.0,"Years=33,Months=10,Days=3",Forward
1629636,Darius Garland,Cavaliers,USA,2,5,181,33.4,17.4,2.6,6.3,1.1,0.1,7040880,,2000-01-26,185,87.0,"Years=22,Months=4,Days=13",Guard
1630586,Usman Garuba,Rockets,Spain,0,23,24,10.0,2.0,3.5,0.7,0.4,0.5,2353320,,2002-03-09,203,103.0,"Years=20,Months=3,Days=1",Forward
1630568,Luka Garza,Pistons,USA,0,52,32,12.2,5.8,3.1,0.6,0.3,0.2,925258,,1998-12-27,208,110.0,"Years=23,Months=5,Days=13",Center
200752,Rudy Gay,Jazz,USA,15,8,1064,31.7,16.3,5.8,2.1,1.1,0.7,5890000,,1986-08-17,203,113.0,"Years=35,Months=9,Days=25",Forward
202331,Paul George,Clippers,USA,11,10,737,33.6,20.4,6.4,3.6,1.7,0.4,39344970,,1990-05-02,203,99.0,"Years=32,Months=1,Days=9",Forward
201959,Taj Gibson,Knicks,USA,12,26,896,24.5,9.0,6.1,1.0,0.6,1.0,4910000,,1985-06-24,205,105.0,"Years=36,Months=11,Days=18",Forward
1630581,Josh Giddey,Thunder,Australia,0,6,54,31.5,12.5,7.8,6.4,0.9,0.4,5988000,,2002-10-10,203,92.0,"Years=19,Months=7,Days=29",Guard
1628983,Shai Gilgeous-Alexander,Thunder,Canada,3,11,243,31.8,18.2,4.5,4.3,1.1,0.7,5495532,,1998-07-12,198,81.0,"Years=23,Months=10,Days=28",Guard
1630264,Anthony Gill,Wizards,USA,1,-1,70,9.7,3.7,1.9,0.5,0.2,0.2,1517981,,1992-10-17,200,104.0,"Years=29,Months=7,Days=24",Forward
203497,Rudy Gobert,Jazz,France,8,27,611,30.0,12.4,11.7,1.3,0.7,2.2,35344828,,1992-06-26,215,117.0,"Years=29,Months=11,Days=14",Center
203932,Aaron Gordon,Nuggets,USA,7,4,528,28.9,13.0,6.3,2.5,0.7,0.6,16409091,,1995-09-16,203,106.0,"Years=26,Months=8,Days=24",Forward
201569,Eric Gordon,Rockets,USA,13,7,749,32.4,16.4,2.4,2.8,0.9,0.3,18218818,,1988-12-25,190,97.0,"Years=33,Months=5,Days=17",Guard
1628984,Devonte' Graham,Pelicans,USA,3,34,240,27.9,12.8,2.5,5.0,0.9,0.1,11000000,,1995-02-22,185,88.0,"Years=27,Months=3,Days=18",Guard
