,PLAYER_ID,PLAYER_NAME,TEAM_NAME,POSITION,HEIGHT,WEIGHT,COUNTRY,BIRTHDATE,SEASON_EXP,DRAFT_NUMBER,GP,MIN,PTS,REB,AST,STL,BLK,GAME_DATE,SALARY
86,1628975,Jevon Carter,Bucks,Guard,6-1,200,USA,1995-09-14T00:00:00,3,32,223,14.1,4.4,1.7,1.4,0.6,0.2,MAY 03 2022,$4107149
87,1628976,Wendell Carter Jr.,Magic,Center-Forward,6-10,270,USA,1999-04-16T00:00:00,3,7,203,27.5,12.2,8.9,2.0,0.6,0.9,,$6920027
88,1627936,Alex Caruso,Bulls,Guard,6-5,186,USA,1994-02-28T00:00:00,4,Undrafted,225,20.6,6.2,2.5,2.7,1.1,0.3,,$8604651
89,1630551,Justin Champagnie,Raptors,Guard-Forward,6-6,206,USA,2001-06-29T00:00:00,0,Undrafted,36,7.8,2.3,2.0,0.3,0.2,0.1,,
90,1629185,Chris Chiozza,Warriors,Guard,5-11,175,USA,1995-11-21T00:00:00,3,Undrafted,91,11.4,3.3,1.3,2.4,0.5,0.1,MAY 03 2022,
91,1627737,Marquese Chriss,Mavericks,Forward,6-9,240,USA,1997-07-02T00:00:00,5,8,292,18.3,7.6,4.7,1.0,0.6,0.8,MAY 04 2022,$958529
92,1630528,Josh Christopher,Rockets,Guard,6-3,215,USA,2001-12-08T00:00:00,0,24,74,18.0,7.9,2.5,2.0,0.9,0.2,,$2259240
93,1629109,Gary Clark,Pelicans,Forward,6-6,225,USA,1994-11-16T00:00:00,3,Undrafted,170,13.2,3.1,2.5,0.5,0.3,0.4,,$377645
94,1629634,Brandon Clarke,Grizzlies,Forward,6-8,215,Canada,1996-09-19T00:00:00,2,21,181,21.9,10.9,5.6,1.4,0.7,0.9,MAY 03 2022,$2726880
95,203903,Jordan Clarkson,Jazz,Guard,6-4,194,USA,1992-06-07T00:00:00,7,46,600,27.0,15.4,3.3,2.5,0.9,0.1,,$12420000
96,1629651,Nic Claxton,Nets,Forward-Center,6-11,215,USA,1999-04-17T00:00:00,2,31,94,18.7,7.3,5.0,0.9,0.5,1.1,,$1782621
97,1629599,Amir Coffey,Clippers,Guard-Forward,6-7,210,USA,1997-06-17T00:00:00,2,Undrafted,131,16.2,6.2,2.0,1.2,0.4,0.1,,$153488
98,1628381,John Collins,Hawks,Forward-Center,6-9,226,USA,1997-09-23T00:00:00,4,19,293,29.0,16.5,8.3,1.6,0.6,1.0,,$23000000
99,1628380,Zach Collins,Spurs,Forward-Center,6-11,250,USA,1997-11-19T00:00:00,3,10,182,17.5,6.0,4.2,1.1,0.3,0.7,,$6984127
100,201144,Mike Conley,Jazz,Guard,6-1,175,USA,1987-10-11T00:00:00,14,4,958,32.0,14.8,3.0,5.6,1.4,0.2,,$21000000
101,1626192,Pat Connaughton,Bucks,Guard,6-5,209,USA,1993-01-06T00:00:00,6,41,417,18.5,5.9,3.3,1.2,0.5,0.3,MAY 03 2022,$5333333
102,1629076,Tyler Cook,Bulls,Forward,6-8,255,USA,1997-09-23T00:00:00,2,Undrafted,65,10.6,3.8,2.5,0.3,0.2,0.1,,
103,1630536,Sharife Cooper,Hawks,Guard,6-1,176,USA,2001-06-11T00:00:00,0,48,13,3.0,0.5,0.4,0.4,0.0,0.0,,
104,202326,DeMarcus Cousins,Nuggets,Center,6-10,270,USA,1990-08-13T00:00:00,10,5,654,29.8,19.6,10.2,3.0,1.3,1.1,,$1290481
105,203496,Robert Covington,Clippers,Forward,6-7,209,USA,1990-12-14T00:00:00,8,Undrafted,537,29.9,11.6,5.8,1.5,1.6,1.0,,$12975471
106,1628470,Torrey Craig,Suns,Forward,6-7,221,USA,1990-12-19T00:00:00,4,Undrafted,300,18.7,5.7,3.6,0.9,0.5,0.5,MAY 04 2022,$4878049
107,203109,Jae Crowder,Suns,Forward,6-6,235,USA,1990-07-06T00:00:00,9,34,735,25.3,9.6,4.3,1.6,1.0,0.3,MAY 04 2022,$9720900
108,1629633,Jarrett Culver,Grizzlies,Guard-Forward,6-6,195,USA,1999-02-20T00:00:00,2,6,134,17.5,6.6,2.7,1.2,0.7,0.4,MAY 03 2022,$6395160
109,1630595,Cade Cunningham,Pistons,Guard,6-6,220,USA,2001-09-25T00:00:00,0,1,64,32.6,17.4,5.5,5.6,1.2,0.7,,$10050120
110,203552,Seth Curry,Nets,Guard,6-2,185,USA,1990-08-23T00:00:00,7,Undrafted,377,25.2,11.3,2.2,2.2,0.7,0.1,,$8186047
111,201939,Stephen Curry,Warriors,Guard,6-2,185,USA,1988-03-14T00:00:00,12,7,826,34.3,24.3,4.6,6.5,1.7,0.2,MAY 03 2022,$45780966
112,203076,Anthony Davis,Lakers,Forward-Center,6-10,253,USA,1993-03-11T00:00:00,9,1,604,34.4,23.8,10.2,2.3,1.4,2.3,,$35361360
113,202334,Ed Davis,Cavaliers,Center-Forward,6-9,218,USA,1989-06-05T00:00:00,11,13,722,19.1,5.9,6.4,0.7,0.5,0.8,,$2641691
114,1629056,Terence Davis,Kings,Guard,6-4,201,USA,1997-05-16T00:00:00,2,Undrafted,163,17.3,8.5,3.0,1.5,0.7,0.2,,$4000000
115,201942,DeMar DeRozan,Bulls,Guard-Forward,6-6,220,USA,1989-08-07T00:00:00,12,9,957,34.3,20.8,4.4,3.9,1.0,0.3,,$26000000
116,203473,Dewayne Dedmon,Heat,Center,7-0,245,USA,1989-08-12T00:00:00,8,Undrafted,477,17.8,6.4,5.9,0.7,0.5,0.8,MAY 04 2022,$5256308
117,1628978,Donte DiVincenzo,Kings,Guard,6-4,203,USA,1997-01-31T00:00:00,3,17,201,23.6,9.0,4.6,2.5,1.1,0.2,,$4675830
118,1628977,Hamidou Diallo,Pistons,Guard,6-5,202,USA,1998-07-31T00:00:00,3,45,207,18.9,8.4,3.9,1.1,0.8,0.3,,$5200000
119,203476,Gorgui Dieng,Hawks,Center,6-10,248,Senegal,1990-01-18T00:00:00,8,21,597,20.6,7.5,5.7,1.3,0.8,0.9,,$4000000
120,203915,Spencer Dinwiddie,Mavericks,Guard,6-6,215,USA,1993-04-06T00:00:00,7,38,387,26.4,13.0,3.0,5.0,0.7,0.3,MAY 04 2022,$17142857
121,1629029,Luka Doncic,Mavericks,Forward-Guard,6-7,230,Slovenia,1999-02-28T00:00:00,3,3,264,33.8,26.4,8.5,8.0,1.1,0.4,MAY 04 2022,$10174391
122,1629652,Luguentz Dort,Thunder,Guard,6-3,215,Canada,1999-04-19T00:00:00,2,Undrafted,139,29.0,13.3,3.5,1.5,0.9,0.3,,$1782621
123,1630245,Ayo Dosunmu,Bulls,Guard,6-4,200,USA,2000-01-17T00:00:00,0,38,77,27.4,8.8,2.8,3.3,0.8,0.4,,$925258
124,201609,Goran Dragic,Nets,Guard,6-3,190,Slovenia,1986-05-06T00:00:00,13,45,888,27.9,13.7,3.1,4.8,1.0,0.2,,$20168742
125,203083,Andre Drummond,Nets,Center,6-10,279,USA,1993-08-10T00:00:00,9,9,718,29.6,13.8,13.3,1.4,1.4,1.5,,$2401537
126,1630537,Chris Duarte,Pacers,Guard,6-5,190,Dominican Republic,1997-06-13T00:00:00,0,13,55,28.0,13.1,4.1,2.1,1.0,0.2,,$3749520
127,1630561,David Duke Jr.,Nets,Guard,6-4,204,USA,1999-10-13T00:00:00,0,Undrafted,22,15.5,4.7,3.0,0.8,0.6,0.3,,
128,201142,Kevin Durant,Nets,Forward,6-10,240,USA,1988-09-29T00:00:00,13,2,939,36.8,27.2,7.1,4.3,1.1,1.1,,$40918900
129,1630162,Anthony Edwards,Timberwolves,Guard,6-4,225,USA,2001-08-05T00:00:00,1,1,144,33.2,20.3,4.7,3.4,1.3,0.6,,$10245480
130,1629035,Carsen Edwards,Celtics,Guard,5-11,200,USA,1998-03-12T00:00:00,2,33,72,9.8,3.7,1.1,0.7,0.3,0.1,,$76744
131,1630556,Kessler Edwards,Nets,Forward,6-7,203,USA,2000-08-09T00:00:00,0,44,48,20.6,5.9,3.6,0.6,0.6,0.5,,$5318
132,1629604,CJ Elleby,Trail Blazers,Forward-Guard,6-6,200,USA,2000-06-16T00:00:00,1,46,88,15.5,4.6,2.9,1.1,0.5,0.3,,$1517981
133,201961,Wayne Ellington,Lakers,Guard,6-4,207,USA,1987-11-29T00:00:00,12,28,770,20.9,8.0,2.1,1.1,0.5,0.1,,$2641691
134,203954,Joel Embiid,76ers,Center-Forward,7-0,280,Cameroon,1994-03-16T00:00:00,5,3,328,31.2,26.0,11.4,3.3,0.9,1.7,MAY 04 2022,$31579390
135,202324,Derrick Favors,Thunder,Forward,6-9,265,USA,1991-07-15T00:00:00,11,3,790,24.3,10.6,7.1,1.1,0.7,1.2,,$9720900
136,1628981,Bruno Fernando,Rockets,Forward-Center,6-9,240,Angola,1998-08-15T00:00:00,2,34,119,9.2,3.2,2.8,0.6,0.2,0.3,,$1782621
137,1627827,Dorian Finney-Smith,Mavericks,Forward,6-7,220,USA,1993-05-04T00:00:00,5,Undrafted,394,27.3,8.2,4.5,1.4,0.8,0.4,MAY 04 2022,$4000000
138,1630238,Malik Fitts,Celtics,Forward,6-5,230,USA,1997-07-04T00:00:00,1,Undrafted,18,4.1,1.3,1.1,0.3,0.0,0.0,MAY 03 2022,$231062
139,1630201,Malachi Flynn,Raptors,Guard,6-1,175,USA,1998-05-09T00:00:00,1,29,91,16.1,6.0,2.0,2.3,0.6,0.1,,$2048040
140,1627854,Bryn Forbes,Nuggets,Guard,6-2,205,USA,1993-07-23T00:00:00,5,Undrafted,406,20.5,9.1,1.7,1.2,0.4,0.0,,
141,1630235,Trent Forrest,Jazz,Guard,6-4,210,USA,1998-06-12T00:00:00,1,Undrafted,90,11.9,3.1,1.6,1.7,0.4,0.1,,$8558
142,203095,Evan Fournier,Knicks,Guard-Forward,6-6,205,France,1992-10-29T00:00:00,9,20,645,28.6,14.3,2.7,2.6,0.9,0.2,,$18139535
143,1628368,De'Aaron Fox,Kings,Guard,6-3,185,USA,1997-12-20T00:00:00,4,5,322,32.1,19.1,3.5,6.2,1.3,0.4,,$28103550
144,1628982,Melvin Frazier Jr.,Magic,Guard-Forward,6-5,215,USA,1996-08-30T00:00:00,2,35,32,9.1,2.7,0.9,0.2,0.3,0.1,,
145,1628365,Markelle Fultz,Magic,Guard,6-4,209,USA,1998-05-29T00:00:00,4,1,131,24.8,10.9,3.2,4.8,1.1,0.2,,$16500000
146,1629117,Wenyen Gabriel,Lakers,Forward,6-9,205,South Sudan,1997-03-26T00:00:00,2,Undrafted,77,10.8,3.6,2.6,0.4,0.3,0.3,,$29814
147,1629655,Daniel Gafford,Wizards,Forward-Center,6-9,234,USA,1998-10-01T00:00:00,2,38,169,16.8,7.6,4.4,0.7,0.4,1.4,,$1782621
148,201568,Danilo Gallinari,Hawks,Forward,6-10,236,Italy,1988-08-08T00:00:00,12,6,728,29.9,15.6,4.8,1.9,0.7,0.4,,$20475000
149,1629636,Darius Garland,Cavaliers,Guard,6-1,192,USA,2000-01-26T00:00:00,2,5,181,33.4,17.4,2.6,6.3,1.1,0.1,,$7040880
150,1630586,Usman Garuba,Rockets,Forward,6-8,229,Spain,2002-03-09T00:00:00,0,23,24,10.0,2.0,3.5,0.7,0.4,0.5,,$2353320
151,1630568,Luka Garza,Pistons,Center,6-10,243,USA,1998-12-27T00:00:00,0,52,32,12.2,5.8,3.1,0.6,0.3,0.2,,$925258
152,200752,Rudy Gay,Jazz,Forward-Guard,6-8,250,USA,1986-08-17T00:00:00,15,8,1064,31.7,16.3,5.8,2.1,1.1,0.7,,$5890000
153,202331,Paul George,Clippers,Forward,6-8,220,USA,1990-05-02T00:00:00,11,10,737,33.6,20.4,6.4,3.6,1.7,0.4,,$39344970
154,201959,Taj Gibson,Knicks,Forward,6-9,232,USA,1985-06-24T00:00:00,12,26,896,24.5,9.0,6.1,1.0,0.6,1.0,,$4910000
155,1630581,Josh Giddey,Thunder,Guard,6-8,205,Australia,2002-10-10T00:00:00,0,6,54,31.5,12.5,7.8,6.4,0.9,0.4,,$5988000
156,1628983,Shai Gilgeous-Alexander,Thunder,Guard,6-6,180,Canada,1998-07-12T00:00:00,3,11,243,31.8,18.2,4.5,4.3,1.1,0.7,,$5495532
157,1630264,Anthony Gill,Wizards,Forward,6-7,230,USA,1992-10-17T00:00:00,1,Undrafted,70,9.7,3.7,1.9,0.5,0.2,0.2,,$1517981
158,203497,Rudy Gobert,Jazz,Center,7-1,258,France,1992-06-26T00:00:00,8,27,611,30.0,12.4,11.7,1.3,0.7,2.2,,$35344828
159,1629164,Brandon Goodwin,Cavaliers,Guard,6-0,180,USA,1995-10-02T00:00:00,3,Undrafted,133,12.1,4.7,1.6,1.9,0.4,0.0,,
160,203932,Aaron Gordon,Nuggets,Forward,6-8,235,USA,1995-09-16T00:00:00,7,4,528,28.9,13.0,6.3,2.5,0.7,0.6,,$16409091
